"","hgnc_symbol","entrez_gene_id","gene_biotype","percentage_gc_content","transcript_count","chromosome_name","start_position","end_position","strand","cds_length","three_prime_utr_length","transcription_factor","transcription_cofactor","chromatin_remodeller","plasma_membrane","apoptosis","cell_cycle_phase"
"ENSG00000177076","ACER2",340485,"protein_coding",43.44,1,"9",19409059,19452020,1,828,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177082","WDR73",84942,"protein_coding",48.66,21,"15",84639281,84654343,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177084","POLE",5426,"protein_coding",50.84,22,"12",132623753,132687365,-1,933,153,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177096","FAM109B",150368,"protein_coding",55.85,2,"22",42074251,42079441,1,780,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177098","SCN4B",6330,"protein_coding",52.64,6,"11",118133377,118152888,-1,687,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177103","DSCAML1",57453,"protein_coding",50.08,3,"11",117427773,117817525,-1,5532,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177105","RHOG",391,"protein_coding",51.22,4,"11",3826978,3840983,-1,576,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177106","EPS8L2",64787,"protein_coding",59.66,31,"11",694438,727727,1,108,180,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177112","MRVI1-AS1",100129827,"antisense",42.36,3,"11",10541272,10599932,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177119","ANO6",196527,"protein_coding",39.44,7,"12",45215987,45440404,1,2679,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177125","ZBTB34",403341,"protein_coding",43.23,2,"9",126860665,126885878,1,1503,4960,"ZBTB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177133","LINC00982",440556,"antisense",61.79,8,"1",3059615,3068437,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177138","FAM9B",171483,"protein_coding",40.26,6,"X",9024232,9164639,-1,273,99,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177144","NUDT4P1",NA,"processed_pseudogene",49.82,1,"1",148748953,148749498,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177150","FAM210A",125228,"protein_coding",40.65,7,"18",13663347,13726663,-1,819,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177156","TALDO1",6888,"protein_coding",52.03,9,"11",747329,765024,1,282,119,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177169","ULK1",8408,"protein_coding",62.39,7,"12",131894651,131923167,1,3153,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177173","NAP1L4P1",NA,"processed_pseudogene",42.35,1,"1",116532936,116534092,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177181","RIMKLA",284716,"protein_coding",43.61,2,"1",42380795,42422578,1,1176,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177182","CLVS1",157807,"protein_coding",39.85,11,"8",61057158,61501645,1,237,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177189","RPS6KA3",6197,"protein_coding",37.57,6,"X",20149911,20267100,-1,399,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177192","PUS1",80324,"protein_coding",51.99,11,"12",131929200,131945896,1,469,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177197","PCNPP5",NA,"processed_pseudogene",44.7,1,"13",48328084,48328564,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177200","CHD9",80205,"protein_coding",38.92,22,"16",53055033,53329150,1,1896,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"ENSG00000177202","SPACA4",171169,"protein_coding",60.19,1,"19",48606743,48607714,1,375,360,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177225","PDDC1",347862,"protein_coding",60.25,16,"11",767220,777488,-1,561,145,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000177238","TRIM72",493829,"protein_coding",54.9,2,"16",31214021,31231537,1,810,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177239","MAN1B1",11253,"protein_coding",54.87,16,"9",137086927,137109187,1,2100,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177291","GJD4",219770,"protein_coding",51.67,1,"10",35605410,35608935,1,1113,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177301","KCNA2",3737,"protein_coding",46.86,4,"1",110593580,110631474,-1,1071,312,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177302","TOP3A",7156,"protein_coding",48.23,20,"17",18271428,18315007,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177303","CASKIN2",57513,"protein_coding",61.19,7,"17",75500261,75515583,-1,3363,270,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177311","ZBTB38",253461,"protein_coding",42.29,20,"3",141324213,141449792,1,334,NA,"ZBTB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177324","BEND2",139105,"protein_coding",40.11,2,"X",18162931,18220883,-1,2400,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177335","C8orf31",NA,"processed_transcript",51.12,8,"8",143039209,143059942,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177337","DLGAP1-AS1",NA,"antisense",48.32,6,"18",3593732,3598352,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177340",NA,79857,"antisense",65.13,1,"12",31324316,31325829,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177350","RPL13AP3",645683,"transcribed_processed_pseudogene",48.41,2,"14",55766177,55767717,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177352","CCDC71",64925,"protein_coding",56.27,1,"3",49162535,49166321,-1,1404,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177359",NA,NA,"transcribed_unprocessed_pseudogene",38.21,4,"12",31111652,31206154,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177363","LRRN4CL",221091,"protein_coding",53.74,1,"11",62686402,62689899,-1,717,1389,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177369",NA,124871,"processed_transcript",49.78,3,"17",49248239,49258662,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177370","TIMM22",29928,"protein_coding",48.68,1,"17",997117,1003671,1,585,2582,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177374","HIC1",3090,"protein_coding",65.48,7,"17",2054154,2063241,1,2145,NA,"ZBTB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177383","MAGEF1",64110,"protein_coding",52.87,1,"3",184710367,184712002,-1,924,530,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177406",NA,100049716,"antisense",46.36,3,"12",630891,663706,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177409","SAMD9L",219285,"protein_coding",39.58,9,"7",93130055,93148369,-1,4755,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177410","ZFAS1",441951,"antisense",45.74,10,"20",49278178,49295738,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177425","PAWR",5074,"protein_coding",36.85,11,"12",79574979,79691097,-1,1023,7732,NA,TRUE,FALSE,TRUE,TRUE,NA
"ENSG00000177426","TGIF1",7050,"protein_coding",43.85,23,"18",3411608,3459978,1,399,NA,"Homeobox",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177427","MIEF2",125170,"protein_coding",59.38,9,"17",18260534,18266552,1,618,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177432","NAP1L5",266812,"protein_coding",45.8,1,"4",88695915,88698235,-1,549,1290,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177453","NIM1K",167359,"protein_coding",42.72,5,"5",43192071,43280850,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177455","CD19",930,"protein_coding",56.59,7,"16",28931939,28939346,1,1671,14,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177459","ERICH5",203111,"protein_coding",42.65,2,"8",98064311,98093610,1,1125,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177463","NR2C2",7182,"protein_coding",42.09,13,"3",14947584,15053600,1,1791,340,"RXR-like",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177464","GPR4",2828,"protein_coding",52.99,2,"19",45589764,45602208,-1,1089,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177465","ACOT4",122970,"protein_coding",48.17,1,"14",73591706,73596496,1,1266,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177469","PTRF",284119,"protein_coding",52.71,1,"17",42402452,42423517,-1,1173,NA,NA,TRUE,FALSE,TRUE,FALSE,NA
"ENSG00000177479","ARIH2",10425,"protein_coding",44.51,31,"3",48918821,48986382,1,321,47,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177483","RBM44",375316,"protein_coding",37.39,6,"2",237798389,237842808,1,1257,21,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177485","ZBTB33",10009,"protein_coding",39.37,2,"X",120250752,120258398,1,2019,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177511","ST8SIA3",51046,"protein_coding",41.88,3,"18",57350813,57371731,1,1143,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177519","RPRM",56475,"protein_coding",59.62,1,"2",153477338,153478808,-1,330,897,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177542","SLC25A22",79751,"protein_coding",65.66,31,"11",790475,798333,-1,570,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177548","RABEP2",79874,"protein_coding",52.63,14,"16",28904421,28936526,-1,217,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177556","ATOX1",475,"protein_coding",46.3,7,"5",151742316,151772532,-1,207,136,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177565","TBL1XR1",79718,"protein_coding",38.25,22,"3",177019355,177197396,-1,227,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000177570","SAMD12",401474,"protein_coding",39.62,8,"8",118189459,118621995,-1,462,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177575","CD163",9332,"protein_coding",37.42,11,"12",7470813,7503893,-1,413,217,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177576","C18orf32",100526842,"protein_coding",43.5,4,"18",49477250,49492565,-1,231,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177595","PIDD1",55367,"protein_coding",62.59,11,"11",799179,809753,-1,327,150,NA,FALSE,FALSE,FALSE,TRUE,NA
"ENSG00000177600","RPLP2",6181,"protein_coding",57.05,8,"11",809647,812880,1,278,34,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177602","GSG2",83903,"protein_coding",53.91,1,"17",3723903,3726699,1,2397,366,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177606","JUN",3725,"protein_coding",56.67,1,"1",58780788,58784327,-1,996,1286,"TF_bZIP",FALSE,FALSE,FALSE,FALSE,"G0"
"ENSG00000177613","CSTF2T",23283,"protein_coding",43.36,1,"10",51695487,51699591,-1,1851,2211,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177627","C12orf54",121273,"protein_coding",43.84,6,"12",48482503,48496512,1,306,60,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177628","GBA",2629,"protein_coding",51.52,14,"1",155234452,155244699,-1,1350,126,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177646","ACAD9",28976,"protein_coding",49.2,13,"3",128879596,128916067,1,210,174,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177663","IL17RA",23765,"protein_coding",50.68,4,"22",17084954,17115694,1,2601,5872,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177666","PNPLA2",57104,"protein_coding",64.55,7,"11",818902,825573,1,1515,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177674","AGTRAP",57085,"protein_coding",54.37,14,"1",11736084,11754802,1,468,346,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177675","CD163L1",283316,"protein_coding",36.25,10,"12",7346685,7479897,-1,185,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177683","THAP5",168451,"protein_coding",39.2,8,"7",108554543,108569750,-1,1062,104,"THAP",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177685","CRACR2B",283229,"protein_coding",66.16,14,"11",826144,831991,1,885,429,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177688","SUMO4",387082,"protein_coding",39.87,1,"6",149400227,149401292,1,288,612,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177689","MAGEB10",139422,"protein_coding",47.35,2,"X",27807990,27823014,1,1044,663,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177692","DNAJC28",54943,"protein_coding",44.63,4,"21",33485530,33491720,-1,1167,36,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177694","NAALADL2",254827,"protein_coding",35.22,13,"3",174438573,175810552,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177697","CD151",977,"protein_coding",63.43,21,"11",832843,839831,1,528,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177699",NA,NA,"antisense",51.29,1,"15",78978889,78985926,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177700","POLR2L",5441,"protein_coding",61.14,2,"11",837356,842545,-1,204,109,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177721","ANXA2R",389289,"protein_coding",50.29,2,"5",43039081,43043170,-1,582,383,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177728","KIAA0195",9772,"protein_coding",51.96,33,"17",75441159,75500090,1,375,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177731","FLII",2314,"protein_coding",59.66,30,"17",18244836,18258916,-1,71,436,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177732","SOX12",6666,"protein_coding",62.85,1,"20",325401,330224,1,948,3351,"HMG",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177733","HNRNPA0",10949,"protein_coding",41.07,1,"5",137745651,137754376,-1,918,7497,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177736",NA,NA,"processed_pseudogene",49.54,1,"9",124968294,124968840,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177738",NA,648987,"sense_overlapping",43.33,3,"5",43014414,43067419,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177757","FAM87B",400728,"lincRNA",48.52,1,"1",817371,819837,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENSG00000177788",NA,NA,"lincRNA",44.3,2,"1",229258281,229271028,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177791","MYOZ1",58529,"protein_coding",48.11,1,"10",73631654,73641757,-1,900,275,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177800","TMEM78",NA,"protein_coding",44.55,1,"1",229249636,229251810,1,411,1704,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177807","KCNJ10",3766,"protein_coding",48.34,2,"1",160037467,160070248,-1,1140,3925,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177822",NA,101928703,"antisense",39.36,8,"4",181874438,182145249,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177830","CHID1",66005,"protein_coding",59.37,24,"11",867860,915058,-1,673,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177839","PCDHB9",56127,"protein_coding",46.34,3,"5",141187127,141191541,1,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177842","ZNF620",253639,"protein_coding",43.94,4,"3",40505992,40518736,1,927,845,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177853","ZNF518A",9849,"protein_coding",38.02,10,"10",96129715,96205288,1,4452,1967,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177855","CACYBPP2",NA,"processed_pseudogene",39.68,1,"2",183607442,183608119,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177868","CCDC23",374969,"protein_coding",41.39,3,"1",42807052,42817252,-1,201,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177873","ZNF619",285267,"protein_coding",45.23,10,"3",40477113,40490236,1,NA,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177879","AP3S1",1176,"protein_coding",36.62,8,"5",115841481,115914081,1,489,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177885","GRB2",2885,"protein_coding",44.22,11,"17",75318076,75405709,-1,128,221,NA,FALSE,FALSE,TRUE,FALSE,"G0"
"ENSG00000177888","ZBTB41",360023,"protein_coding",33.4,2,"1",197153680,197200542,-1,NA,NA,"ZBTB",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177889","UBE2N",7334,"protein_coding",40.11,6,"12",93405673,93442262,-1,264,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177917","ARL6IP6",151188,"protein_coding",36.91,5,"2",152717893,152761253,1,201,132,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177943","MAMDC4",158056,"protein_coding",66.28,5,"9",136850943,136860799,1,3414,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177946","CENPBD1",92806,"protein_coding",52.11,2,"16",89969791,89972534,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177951","BET1L",51272,"protein_coding",48.36,7,"11",167784,207428,-1,459,14,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177954","RPS27",6232,"protein_coding",45.91,4,"1",153990759,153992150,1,255,56,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177963","RIC8A",60626,"protein_coding",57.49,17,"11",207511,215113,1,1596,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000177971","IMP3",55272,"protein_coding",52.2,3,"15",75639085,75648706,-1,555,528,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177981","ASB8",140461,"protein_coding",42.11,18,"12",48147788,48181213,-1,258,469,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177984","LCN15",389812,"protein_coding",61.19,3,"9",136759634,136766255,-1,555,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177989","ODF3B",440836,"protein_coding",71.23,9,"22",50529710,50532580,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177990","DPY19L2",283417,"protein_coding",36.31,9,"12",63558913,63668939,-1,429,46,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000177993","ZNRF3-AS1",100874123,"antisense",48.3,1,"22",29024999,29031476,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178021","TSPYL6",388951,"protein_coding",48.92,1,"2",54253184,54256272,-1,1233,1734,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178026","LRRC75B",388886,"protein_coding",60.52,8,"22",24585620,24593208,-1,327,791,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178028","DMAP1",55929,"protein_coding",52.33,15,"1",44213455,44220681,1,396,NA,NA,TRUE,FALSE,FALSE,FALSE,NA
"ENSG00000178031","ADAMTSL1",92949,"protein_coding",39.36,14,"9",18473894,18910950,1,453,232,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178035","IMPDH2",3615,"protein_coding",53.38,12,"3",49024325,49029408,-1,837,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178038","ALS2CL",259173,"protein_coding",57.94,10,"3",46668997,46693704,-1,908,96,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178053","MLF1",4291,"protein_coding",37.51,17,"3",158571163,158607252,1,777,189,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178057","NDUFAF3",25915,"protein_coding",64.14,6,"3",49020459,49023495,1,555,322,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178074","C2orf69",205327,"protein_coding",38,2,"2",199911256,199955935,1,1158,2386,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178075","GRAMD1C",54762,"protein_coding",39.58,15,"3",113828182,113947174,1,621,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178078","STAP2",55620,"protein_coding",54.12,10,"19",4324043,4342786,-1,1212,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178081","ULK4P3",89837,"transcribed_unprocessed_pseudogene",39.9,5,"15",30103720,30131757,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178093","TSSK6",83983,"protein_coding",59.09,3,"19",19512418,19515685,-1,822,450,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178096","BOLA1",51027,"protein_coding",45.46,4,"1",149887890,149900798,1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178104","PDE4DIP",9659,"protein_coding",41,50,"1",148808181,149048286,1,531,435,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178105","DDX10",1662,"protein_coding",37.41,8,"11",108665025,108940930,1,2508,4166,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178125","PPP1R42",286187,"protein_coding",39.58,13,"8",66964099,67056604,-1,930,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178127","NDUFV2",4729,"protein_coding",37.35,9,"18",9102630,9134345,1,120,49,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178146",NA,NA,"processed_pseudogene",43.69,1,"X",101778969,101780538,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178149","DALRD3",55152,"protein_coding",60.06,15,"3",49015488,49022293,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178150","ZNF114",163071,"protein_coding",45.25,8,"19",48172318,48287608,1,342,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178162","FAR2P2",NA,"transcribed_unprocessed_pseudogene",40.63,8,"2",130416755,130431363,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178163","ZNF518B",85460,"protein_coding",42.15,5,"4",10439874,10457410,-1,3225,3229,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178171","AMER3",205147,"protein_coding",55.57,4,"2",130755435,130768134,1,2586,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178175","ZNF366",167465,"protein_coding",42.35,3,"5",72442652,72507727,-1,198,149,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178177","LCORL",254251,"protein_coding",36.02,6,"4",17841199,18021876,-1,1809,NA,"HTH",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178184","PARD6G",84552,"protein_coding",47.5,3,"18",80157232,80247546,-1,1131,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178187","ZNF454",285676,"protein_coding",43.36,3,"5",178941191,178966433,1,1569,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178188","SH2B1",25970,"protein_coding",51.11,16,"16",28846600,28874212,1,1122,178,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178193",NA,NA,"antisense",39.54,1,"1",75710003,75724011,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178199","ZC3H12D",340152,"protein_coding",50.11,5,"6",149446795,149485061,-1,1584,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178202","KDELC2",143888,"protein_coding",41.21,6,"11",108472105,108498432,-1,1230,11,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178209","PLEC",5339,"protein_coding",63.62,15,"8",143915147,143976734,-1,13656,NA,NA,FALSE,FALSE,TRUE,TRUE,NA
"ENSG00000178222","RNF212",285498,"protein_coding",49.44,15,"4",1056250,1113562,-1,822,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178226","PRSS36",146547,"protein_coding",57.63,9,"16",31138925,31150094,-1,2568,212,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178229","ZNF543",125919,"protein_coding",47.36,1,"19",57320509,57330776,1,1803,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178233","TMEM151B",441151,"protein_coding",54.71,2,"6",44270466,44307506,1,669,470,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178234","GALNT11",63917,"protein_coding",41.23,13,"7",152025674,152122347,1,609,1589,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178248",NA,388882,"lincRNA",41.16,1,"22",23462086,23486980,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178252","WDR6",11180,"protein_coding",56.28,23,"3",49007062,49015953,1,297,NA,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178279","TNP2",7142,"protein_coding",48.21,2,"16",11267748,11269533,-1,417,138,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178295","GEN1",348654,"protein_coding",35.87,8,"2",17753858,17788941,1,390,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178301","AQP11",282679,"protein_coding",42.04,2,"11",77589391,77610355,1,816,977,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178307","TMEM11",8834,"protein_coding",51.96,6,"17",21197280,21214624,-1,579,1043,NA,FALSE,FALSE,TRUE,FALSE,NA
"ENSG00000178338","ZNF354B",117608,"protein_coding",44.33,4,"5",178859953,178888122,1,1839,736,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178381","ZFAND2A",90637,"protein_coding",54.85,7,"7",1152071,1160759,-1,438,161,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178385","PLEKHM3",389072,"protein_coding",41.26,3,"2",207828303,208025560,-1,1408,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178386","ZNF223",7766,"protein_coding",43.75,5,"19",44051367,44067991,1,666,NA,"zf-C2H2",FALSE,FALSE,FALSE,FALSE,NA
"ENSG00000178397","FAM220A",84792,"protein_coding",48.26,6,"7",6329409,6348981,-1,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA
